Id,TimeToEnd,DistanceToRadar,Composite,HybridScan,HydrometeorType,Kdp,RR1,RR2,RR3,RadarQualityIndex,Reflectivity,ReflectivityQC,RhoHV,Velocity,Zdr,LogWaterVolume,MassWeightedMean,MassWeightedSD,Expected
1.0,23.75,30.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.05699441375,11.125,0.0,0.817917125,0.0,5.5078125,0.0,0.0,0.0,0.0
2.0,33.5,77.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,999.0,7.416666666666667,0.0,0.7577778333333334,-1.75,3.9166666666666665,0.0,0.0,0.0,0.0
3.0,39.5,75.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,999.0,5.25,0.0,0.9450000000000001,-3.5,-5.59375,0.0,0.0,0.0,0.0
4.0,28.833333333333332,21.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,12.75,0.0,0.6638886666666667,-10.0,1.7083333333333333,0.0,0.0,0.0,0.0
5.0,46.0,49.96969696969697,19.78787878787879,19.477272727272727,8.757575757575758,0.0,0.1176609090909091,0.48492700000000005,-3.1510933333333333,242.66429175757577,18.651515151515152,17.846153846153847,1.00193372,-5.75,-0.0325,-11.841764136435295,1.5724256015470588,0.6141966807678235,0.0
6.0,32.166666666666664,1.0,-4.0,0.0,8.0,0.0,0.0,0.0,0.0,999.0,5.0,0.0,0.5150005000000001,8.333333333333334,1.1458333333333333,0.0,0.0,0.0,0.0
7.0,31.142857142857142,42.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.08117210714285715,10.464285714285714,0.0,0.6654762142857144,1.9642857142857142,2.669642857142857,0.0,0.0,0.0,0.0
8.0,45.53846153846154,12.153846153846153,34.111111111111114,35.125,9.923076923076923,0.0,2.1251753846153845,6.085100000000001,2.6005949999999998,308.02733953846155,27.03846153846154,30.666666666666668,0.988704,12.25,0.2638888888888889,-8.534053964509999,1.8330220072757142,0.705382483505,5.6
9.0,31.0,92.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,999.0,11.25,0.0,0.7949999999999999,-10.0,-2.65625,0.0,0.0,0.0,0.0
10.0,21.875,50.625,11.5,8.1,8.125,0.0,0.0,0.0,0.0,0.47430065,10.125,11.5,0.887500375,-1.0714285714285714,1.359375,-14.080407719125,1.9286905657425,0.7847943698444999,0.0
11.0,30.217391304347824,48.82608695652174,27.15909090909091,27.295454545454547,10.043478260869565,0.0,2.1583552173913043,6.759667,0.10640099999999994,521.695652173913,26.67391304347826,27.15909090909091,0.9668181818181818,-7.5,0.05113636363636364,-8.101150328006362,1.6337300734927274,0.6358335405810001,1.5
12.0,23.5,54.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,249.8106430375,0.25,0.0,0.9254771428571429,-0.125,5.526785714285714,0.0,0.0,0.0,0.0
13.0,28.846153846153847,61.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.15175135384615385,6.384615384615385,0.0,0.9006417692307693,-8.458333333333334,2.6153846153846154,0.0,0.0,0.0,0.0
14.0,29.5,94.0,0.0,0.0,7.666666666666667,0.0,0.0,0.0,0.0,0.09103103333333333,10.333333333333334,0.0,0.8338895000000001,-13.416666666666666,3.71875,0.0,0.0,0.0,0.0
15.0,28.666666666666668,51.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,999.0,5.083333333333333,0.0,0.6083331666666667,4.083333333333333,-2.6041666666666665,0.0,0.0,0.0,0.0
16.0,29.666666666666668,90.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.16167741666666666,7.083333333333333,0.0,0.6255553333333334,-1.5833333333333333,1.6979166666666667,0.0,0.0,0.0,0.0
17.0,35.0,82.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,249.7816503,0.875,0.0,0.795834,2.3333333333333335,3.25,0.0,0.0,0.0,0.0
18.0,50.5,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.6083335000000001,6.0,3.4375,0.0,0.0,0.0,0.0
19.0,49.0,38.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.908333,0.0,1.875,0.0,0.0,0.0,0.0
20.0,31.714285714285715,27.0,0.0,12.5,8.0,0.0,0.0,0.0,0.0,0.2313829285714286,13.428571428571429,0.0,0.7449998571428571,-0.6428571428571429,1.2321428571428572,0.0,0.0,0.0,0.0
21.0,31.0,82.0,0.0,0.0,7.846153846153846,0.0,0.0,0.0,0.0,230.58521858461538,4.038461538461538,0.0,0.813463076923077,1.3125,2.639423076923077,0.0,0.0,0.0,0.0
22.0,57.0,19.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0196624,-4.5,0.0,1.05167,-6.0,4.125,0.0,0.0,0.0,0.0
23.0,28.0,93.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,999.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,38.0,75.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,142.87049925714285,-0.9285714285714286,0.0,0.8802390000000001,-9.1,3.7142857142857144,0.0,0.0,0.0,0.0
25.0,29.0,75.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,7.166666666666667,0.0,0.8088888333333334,-6.583333333333333,2.1770833333333335,0.0,0.0,0.0,0.0
26.0,22.571428571428573,2.0,3.75,0.0,8.0,0.0,0.0,0.0,0.0,0.10979351428571428,2.0714285714285716,0.0,0.8444451666666667,-8.75,4.5,0.0,0.0,0.0,0.0
27.0,9.75,40.0,13.785714285714286,13.0,5.0,0.0,0.06075375,0.26476849999999996,7.336396000000001,0.8209175,13.875,13.714285714285714,1.004585,-10.875,0.8125,-13.49707973302857,1.8628514351457144,0.7451940185705714,0.0
28.0,30.636363636363637,12.0,21.227272727272727,18.6,3.909090909090909,0.0,0.343628,1.2599693333333333,6.534133333333334,0.6792619090909091,22.818181818181817,23.555555555555557,0.9265150909090909,5.7727272727272725,1.6931818181818181,-11.419572438472223,2.0119692920144443,0.7850832652235555,0.8
29.0,30.0,59.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.7655554999999999,9.25,2.7083333333333335,0.0,0.0,0.0,0.0
30.0,9.0,73.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,999.0,5.0,0.0,0.401667,0.0,4.5,0.0,0.0,0.0,0.0
31.0,27.705882352941178,30.764705882352942,9.794117647058824,9.0,6.176470588235294,0.0,0.05814735294117647,0.24712625,1.0809175,59.485555058823536,9.794117647058824,9.794117647058824,1.0199035294117649,3.9285714285714284,0.7205882352941176,-13.261788591954547,1.8412030459063637,0.7350317638442728,0.0
32.0,33.7,54.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,699.3474696000001,14.1,0.0,0.6703334,-7.428571428571429,1.21875,0.0,0.0,0.0,0.0
33.0,16.0,15.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,999.0,2.0,0.0,1.05167,0.0,-0.5,0.0,0.0,0.0,0.0
34.0,31.166666666666668,90.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.7838888333333333,-7.416666666666667,5.104166666666667,0.0,0.0,0.0,0.0
35.0,36.125,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,249.860338,1.9375,0.0,0.736666625,1.3333333333333333,2.5625,0.0,0.0,0.0,0.0
36.0,20.666666666666668,9.666666666666666,12.4,14.5,3.3333333333333335,0.0,0.055482833333333335,0.1664485,1.1482615,0.6923699166666667,9.375,10.75,1.0155565833333333,-3.2222222222222223,0.5260416666666666,-12.712478498716665,1.66011846177,0.6503444500493333,7.9
37.0,31.68,82.6,21.46153846153846,21.466666666666665,8.64,0.0,0.0,0.0,0.0,999.0,21.36,21.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
