Id,TimeToEnd,DistanceToRadar,Composite,HybridScan,HydrometeorType,Kdp,RR1,RR2,RR3,RadarQualityIndex,Reflectivity,ReflectivityQC,RhoHV,Velocity,Zdr,LogWaterVolume,MassWeightedMean,MassWeightedSD,Expected
1.0,23.75,30.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.05699441375,11.125,0.0,0.817917125,0.0,5.5078125,0.0,0.0,0.0,0.0
2.0,33.5,77.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,7.416666666666667,0.0,0.7577778333333334,-1.75,3.9166666666666665,0.0,0.0,0.0,0.0
3.0,39.5,75.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,5.25,0.0,0.9450000000000001,-3.5,-5.59375,0.0,0.0,0.0,0.0
4.0,28.833333333333332,21.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,12.75,0.0,0.6638886666666667,-10.0,1.7083333333333333,0.0,0.0,0.0,0.0
5.0,46.0,49.96969696969697,19.78787878787879,19.477272727272727,9.0,0.0,0.1176609090909091,0.48492700000000005,-3.1510933333333333,0.63686512,18.651515151515152,17.846153846153847,1.00193372,-5.75,-0.0325,-11.841764136435295,1.5724256015470588,0.6141966807678235,0.0
6.0,32.166666666666664,1.0,-4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.5150005000000001,8.333333333333334,1.1458333333333333,0.0,0.0,0.0,0.0
7.0,31.142857142857142,42.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.08117210714285715,10.464285714285714,0.0,0.6654762142857144,1.9642857142857142,2.669642857142857,0.0,0.0,0.0,0.0
8.0,45.53846153846154,12.153846153846153,34.111111111111114,35.125,9.0,0.0,2.1251753846153845,6.085100000000001,2.6005949999999998,0.9283793333333333,27.03846153846154,30.666666666666668,0.988704,12.25,0.2638888888888889,-8.534053964509999,1.8330220072757142,0.705382483505,5.6
9.0,31.0,92.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.7949999999999999,-10.0,-2.65625,0.0,0.0,0.0,0.0
10.0,21.875,50.625,11.5,8.1,8.0,0.0,0.0,0.0,0.0,0.47430065,10.125,11.5,0.887500375,-1.0714285714285714,1.359375,-14.080407719125,1.9286905657425,0.7847943698444999,0.0
11.0,30.217391304347824,48.82608695652174,27.15909090909091,27.295454545454547,9.0,0.0,2.1583552173913043,6.759667,0.10640099999999994,1.0,26.67391304347826,27.15909090909091,0.9668181818181818,-7.5,0.05113636363636364,-8.101150328006362,1.6337300734927274,0.6358335405810001,1.5
12.0,23.5,54.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.08085738333333332,0.25,0.0,0.9254771428571429,-0.125,5.526785714285714,0.0,0.0,0.0,0.0
13.0,28.846153846153847,61.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.15175135384615385,6.384615384615385,0.0,0.9006417692307693,-8.458333333333334,2.6153846153846154,0.0,0.0,0.0,0.0
14.0,29.5,94.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.09103103333333333,10.333333333333334,0.0,0.8338895000000001,-13.416666666666666,3.71875,0.0,0.0,0.0,0.0
15.0,28.666666666666668,51.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,5.083333333333333,0.0,0.6083331666666667,4.083333333333333,-2.6041666666666665,0.0,0.0,0.0,0.0
16.0,29.666666666666668,90.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.16167741666666666,7.083333333333333,0.0,0.6255553333333334,-1.5833333333333333,1.6979166666666667,0.0,0.0,0.0,0.0
17.0,35.0,82.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0422004,0.875,0.0,0.795834,2.3333333333333335,3.25,0.0,0.0,0.0,0.0
18.0,50.5,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.6083335000000001,6.0,3.4375,0.0,0.0,0.0,0.0
19.0,49.0,38.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.908333,0.0,1.875,0.0,0.0,0.0,0.0
20.0,31.714285714285715,27.0,0.0,12.5,8.0,0.0,0.0,0.0,0.0,0.2313829285714286,13.428571428571429,0.0,0.7449998571428571,-0.6428571428571429,1.2321428571428572,0.0,0.0,0.0,0.0
21.0,31.0,82.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.06078416,4.038461538461538,0.0,0.813463076923077,1.3125,2.639423076923077,0.0,0.0,0.0,0.0
22.0,57.0,19.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0196624,-4.5,0.0,1.05167,-6.0,4.125,0.0,0.0,0.0,0.0
23.0,28.0,93.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,38.0,75.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.18224913333333334,-0.9285714285714286,0.0,0.8802390000000001,-9.1,3.7142857142857144,0.0,0.0,0.0,0.0
25.0,29.0,75.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,7.166666666666667,0.0,0.8088888333333334,-6.583333333333333,2.1770833333333335,0.0,0.0,0.0,0.0
26.0,22.571428571428573,2.0,3.75,0.0,8.0,0.0,0.0,0.0,0.0,0.10979351428571428,2.0714285714285716,0.0,0.8444451666666667,-8.75,4.5,0.0,0.0,0.0,0.0
27.0,9.75,40.0,13.785714285714286,13.0,1.0,0.0,0.06075375,0.26476849999999996,7.336396000000001,0.8209175,13.875,13.714285714285714,1.004585,-10.875,0.8125,-13.49707973302857,1.8628514351457144,0.7451940185705714,0.0
28.0,30.636363636363637,12.0,21.227272727272727,18.6,4.0,0.0,0.343628,1.2599693333333333,6.534133333333334,0.6792619090909091,22.818181818181817,23.555555555555557,0.9265150909090909,5.7727272727272725,1.6931818181818181,-11.419572438472223,2.0119692920144443,0.7850832652235555,0.8
29.0,30.0,59.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.7655554999999999,9.25,2.7083333333333335,0.0,0.0,0.0,0.0
30.0,9.0,73.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.401667,0.0,4.5,0.0,0.0,0.0,0.0
31.0,27.705882352941178,30.764705882352942,9.794117647058824,9.0,8.0,0.0,0.05814735294117647,0.24712625,1.0809175,0.76590225,9.794117647058824,9.794117647058824,1.0199035294117649,3.9285714285714284,0.7205882352941176,-13.261788591954547,1.8412030459063637,0.7350317638442728,0.0
32.0,33.7,54.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.158232,14.1,0.0,0.6703334,-7.428571428571429,1.21875,0.0,0.0,0.0,0.0
33.0,16.0,15.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.05167,0.0,-0.5,0.0,0.0,0.0,0.0
34.0,31.166666666666668,90.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.7838888333333333,-7.416666666666667,5.104166666666667,0.0,0.0,0.0,0.0
35.0,36.125,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.14711733333333332,1.9375,0.0,0.736666625,1.3333333333333333,2.5625,0.0,0.0,0.0,0.0
36.0,20.666666666666668,9.666666666666666,12.4,14.5,1.0,0.0,0.055482833333333335,0.1664485,1.1482615,0.6923699166666667,9.375,10.75,1.0155565833333333,-3.2222222222222223,0.5260416666666666,-12.712478498716665,1.66011846177,0.6503444500493333,7.9
37.0,31.68,82.6,21.46153846153846,21.466666666666665,9.0,0.0,0.0,0.0,0.0,0.0,21.36,21.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,28.571428571428573,90.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,-5.428571428571429,0.0,0.9555560000000001,1.7142857142857142,5.541666666666667,0.0,0.0,0.0,0.0
39.0,29.0,97.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,9.416666666666666,0.0,0.5655555,11.666666666666666,-1.4375,0.0,0.0,0.0,0.0
40.0,27.176470588235293,39.794117647058826,23.696969696969695,23.74137931034483,1.0,0.0,1.468976205882353,3.393720083333333,5.255586666666667,0.8559938484848484,20.691176470588236,22.258064516129032,0.9743141764705883,2.283333333333333,0.31433823529411764,-10.564937301667694,1.7860483638092306,0.6964142941379615,0.3
41.0,41.333333333333336,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.03061016666666667,-1.0,0.0,0.602778,-2.0,5.354166666666667,0.0,0.0,0.0,0.0
42.0,10.0,43.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.419285,12.5,0.0,0.998333,13.0,-1.125,0.0,0.0,0.0,0.1
43.0,20.0,19.105263157894736,15.766666666666667,17.863636363636363,9.0,0.0,0.10787436842105262,0.41692,5.9424683285199995,0.7486810526315789,15.657894736842104,14.821428571428571,1.0188603684210527,8.35,-0.2631578947368421,-12.285265692146153,1.4742026652861537,0.5784236030444615,0.0
44.0,26.444444444444443,64.05555555555556,9.555555555555555,6.4375,1.0,0.0,0.023662833333333334,0.425931,-2.73172,0.6607448333333333,7.972222222222222,8.03125,1.0216669999999999,6.269230769230769,0.2222222222222222,-12.962550907099999,1.5316843039871428,0.6030430993754285,0.0
45.0,30.6,86.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.11746357,9.3,0.0,0.7613333,2.1,1.56875,0.0,0.0,0.0,0.0
46.0,32.77272727272727,22.09090909090909,27.1,23.61904761904762,1.0,0.0,0.946697,1.7356111666666667,0.4900908333333333,0.835801409090909,21.954545454545453,22.5,0.9848489545454545,-3.588235294117647,0.3096590909090909,-11.244021783617,1.7741120643715,0.6900054320249,0.3
47.0,32.3,76.0,25.2,23.95,9.0,0.0,2.585709,1.4391699,-0.5190885,0.1983546,25.2,25.2,0.9993342999999999,-7.1,-0.80625,-9.743390712855,1.372323560852,0.5192174342403,0.0
48.0,15.636363636363637,48.0,20.75,24.045454545454547,1.0,0.0,0.04836654545454545,0.461347,-6.46003,0.7887246363636364,18.727272727272727,19.6,0.989243,1.5909090909090908,0.9204545454545454,-12.217555896890001,1.927356838803,0.7563349737658001,1.0
49.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.05167,0.0,6.0,0.0,0.0,0.0,0.0
50.0,17.75,31.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.11327884999999999,-1.0,0.0,0.8308340000000001,-5.333333333333333,1.765625,0.0,0.0,0.0,0.0
51.0,30.0,26.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.1271333,-3.8,0.0,0.4803334,18.166666666666668,2.8375,0.0,0.0,0.0,0.0
52.0,3.0,14.0,10.5,17.5,9.0,0.0,0.0,0.0,0.0,0.947751,10.5,10.5,1.05167,0.0,0.3125,-13.7999160799,1.64063050315,0.659300355645,0.0
53.0,39.6,22.0,15.6,12.5,8.0,0.0,0.0,0.0,0.0,0.2595858,16.35,13.0,1.035668,4.0,0.9125,-14.349203024280001,2.270239395906,0.9329938930416001,0.3
54.0,29.181818181818183,21.0,21.59090909090909,20.954545454545453,1.0,0.0,1.0250265454545455,1.0250265454545455,1.5769628636363635,0.908657909090909,20.59090909090909,20.59090909090909,0.9995459090909091,5.0,0.056818181818181816,-11.38828237126,1.6195489180872726,0.6261296261440908,0.8
55.0,46.666666666666664,5.0,17.666666666666668,21.25,8.0,0.0,0.0,0.0,0.0,0.0,18.0,17.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,2.8
56.0,11.0,50.0,5.0,4.5,8.0,0.0,0.0,0.0,0.0,0.137338,0.8333333333333334,5.0,1.0350033333333333,-7.0,1.0416666666666667,0.0,0.0,0.0,0.0
57.0,20.0,23.0,12.0,4.0,1.0,0.0,0.0,0.0,0.0,0.946501,12.0,12.0,1.01833,8.0,-0.1875,-13.1272970792,1.51545432986,0.589681490116,0.3
58.0,60.0,87.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.05167,0.0,3.375,0.0,0.0,0.0,0.0
59.0,40.75,74.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.049179799999999996,3.0,0.0,0.685,4.5,3.625,0.0,0.0,0.0,0.0
60.0,37.333333333333336,85.55555555555556,11.5,13.083333333333334,8.0,0.0,0.0,0.0,0.0,0.2809672,12.527777777777779,13.0,1.0135203333333334,5.05,2.8958333333333335,-14.3620058275,2.23710204544,0.921136531164,0.0
61.0,43.0,68.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.0,28.083333333333332,73.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.054736041,-6.125,0.0,0.9105564166666666,-1.0454545454545454,0.6822916666666666,0.0,0.0,0.0,0.0
63.0,26.77777777777778,17.5,16.714285714285715,12.727272727272727,9.0,0.0,0.05539366666666667,0.2141934,-1.6754051999999997,0.8730952666666667,12.5,13.192307692307692,0.9514820555555557,0.2857142857142857,1.3888888888888888,-12.87391033521111,1.9254187863211112,0.7612713532736667,0.0
64.0,23.5,17.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,0.6083335,10.5,2.1875,0.0,0.0,0.0,0.0
